city,country,lat,lng
Jalandhar,India,31.3349,75.569
Zhenjiang,China,32.22,119.43
Valparaíso,Chile,-33.0478,-71.621
Pingdingshan,China,33.7304,113.3
Zunyi,China,27.7,106.92
Anshun,China,26.2504,105.93
Toulouse,France,43.62,1.4499
El Paso,United States,31.8479,-106.4309
Iguaçu,Brazil,-22.74,-43.47
Bhubaneshwar,India,20.2704,85.8274
Voronezh,Russia,51.73,39.27
Saratov,Russia,51.58,46.03
Yuci,China,37.6804,112.73
Yancheng,China,33.3856,120.1253
Cuernavaca,Mexico,18.9211,-99.24
Linfen,China,36.0803,111.52
Honolulu,United States,21.3294,-157.846
Warri,Nigeria,5.52,5.76
Basel,Switzerland,47.5804,7.59
San Miguel de Tucumán,Argentina,-26.816,-65.2166
Kermānshāh,Iran,34.38,47.06
Thessaloníki,Greece,40.6961,22.885
Omaha,United States,41.2628,-96.0498
Kota,India,25.18,75.835
Braga,Portugal,41.555,-8.4213
Jhānsi,India,25.453,78.5575
Rongjiawan,China,29.3801,113.1
Nottingham,United Kingdom,52.9703,-1.17
Agadir,Morocco,30.44,-9.62
Butterworth,Malaysia,5.4171,100.4
Bareilly,India,28.3454,79.42
Jos,Nigeria,9.93,8.89
Xingyi,China,25.0904,104.89
Cebu City,Philippines,10.32,123.9001
Arequipa,Peru,-16.42,-71.53
Liverpool,United Kingdom,53.416,-2.918
Wuhu,China,31.3504,118.37
Langfang,China,39.5204,116.68
Rājshāhi,Bangladesh,24.375,88.605
Zhaotong,China,27.3204,103.72
Culiacán,Mexico,24.83,-107.38
Valencia,Spain,39.485,-0.4
Lingyuan,China,41.24,119.4011
Cuiabá,Brazil,-15.5696,-56.085
Quy Nhơn,Vietnam,13.78,109.18
Malang,Indonesia,-7.98,112.61
Alīgarh,India,27.8922,78.0618
L’viv,Ukraine,49.835,24.03
Bordeaux,France,44.85,-0.595
McAllen,United States,26.2273,-98.2471
Baojishi,China,34.38,107.15
Pekanbaru,Indonesia,0.565,101.425
Oran,Algeria,35.71,-0.62
Yingkou,China,40.6703,122.28
Bhiwandi,India,19.35,73.13
Liaoyang,China,41.28,123.18
Chihuahua,Mexico,28.645,-106.085
Jammu,India,32.7118,74.8467
Melaka,Malaysia,2.2064,102.2465
Zaporizhzhya,Ukraine,47.8573,35.1768
Morādābād,India,28.8418,78.7568
Antalya,Turkey,36.89,30.7
Al Ḩudaydah,Yemen,14.7979,42.953
Campo Grande,Brazil,-20.45,-54.6166
Shaoxing,China,30.0004,120.57
Yichun,China,47.6999,128.9
Mangalore,India,12.9,74.85
Wuppertal,Germany,51.25,7.17
Cheongju,"Korea, South",36.6439,127.5012
Zamboanga City,Philippines,6.92,122.08
Hamhŭng,"Korea, North",39.9101,127.5454
Fuyang,China,30.0533,119.9519
Ilorin,Nigeria,8.49,4.55
Saarbrücken,Germany,49.2504,6.97
Fuxin,China,42.0105,121.66
Shiyan,China,32.57,110.78
Quetta,Pakistan,30.22,67.025
Trujillo,Peru,-8.12,-79.02
Kananga,Congo (Kinshasa),-5.89,22.4
Trabzon,Turkey,40.98,39.72
Jincheng,China,35.5004,112.83
Albuquerque,United States,35.1053,-106.6464
Łódź,Poland,51.775,19.4514
Kraków,Poland,50.06,19.96
Saltillo,Mexico,25.42,-101.005
São José dos Campos,Brazil,-23.2,-45.8799
Hŭngnam,"Korea, North",39.8231,127.6232
Ta‘izz,Yemen,13.6045,44.0394
Pietermaritzburg,South Africa,-29.61,30.39
Tangier,Morocco,35.7473,-5.8327
Hsinchu,Taiwan,24.8168,120.9767
Changhua,Taiwan,24.0734,120.5134
Kolhāpur,India,16.7,74.22
Farg‘ona,Uzbekistan,40.39,71.78
Namangan,Uzbekistan,41,71.67
Liège,Belgium,50.63,5.58
Ciudad Guayana,Venezuela,8.37,-62.62
Birmingham,United States,33.5277,-86.7987
Hegang,China,47.4,130.37
Naga City,Philippines,13.6192,123.1814
Gdańsk,Poland,54.36,18.64
Ansan,"Korea, South",37.3481,126.8595
Nuremberg,Germany,49.45,11.08
Oyo,Nigeria,7.8504,3.93
Amrāvati,India,20.95,77.77
Denpasar,Indonesia,-8.65,115.22
Sokoto,Nigeria,13.06,5.24
Beihai,China,21.4804,109.1
Bremen,Germany,53.08,8.8
As Sulaymānīyah,Iraq,35.5613,45.4309
Hannover,Germany,52.367,9.7167
Cúcuta,Colombia,7.92,-72.52
Hamilton,Canada,43.25,-79.83
Moshi,Tanzania,-3.3396,37.34
Shaoguan,China,24.8,113.58
Kumamoto,Japan,32.8009,130.7006
Dayton,United States,39.7797,-84.1998
Xinpu,China,34.6004,119.17
Acapulco de Juárez,Mexico,16.85,-99.916
Kandahār,Afghanistan,31.61,65.6949
Dehra Dūn,India,30.3204,78.05
Rochester,United States,43.168,-77.6162
Jeonju,"Korea, South",35.8314,127.1404
Samarkand,Uzbekistan,39.67,66.945
Qingyuan,China,23.7004,113.0301
Sarasota,United States,27.3386,-82.543
Changzhi,China,36.1839,113.1053
Tol’yatti,Russia,53.4804,49.53
Jaboatão,Brazil,-8.11,-35.02
Shizuoka,Japan,34.9858,138.3854
Bulawayo,Zimbabwe,-20.17,28.58
Soledad,Colombia,10.92,-74.77
Fresno,United States,36.7831,-119.7941
Meknès,Morocco,33.9004,-5.56
La Plata,Argentina,-34.9096,-57.96
Mālegaon,India,20.5604,74.525
Enugu,Nigeria,6.45,7.5
Huangshi,China,30.22,115.1
Aracaju,Brazil,-10.9,-37.12
Allentown,United States,40.5961,-75.4755
Bonn,Germany,50.7205,7.08
San Pedro Sula,Honduras,15.5,-88.03
Nellore,India,14.44,79.9899
Catania,Italy,37.5,15.08
Gorakhpur,India,26.7504,83.38
Ipoh,Malaysia,4.6,101.065
Ch’ŏngjin,"Korea, North",41.7846,129.79
Tulsa,United States,36.1284,-95.9043
Utsunomiya,Japan,36.55,139.87
Puyang Chengguanzhen,China,35.7004,114.98
An Najaf,Iraq,32.0003,44.3354
São José dos Pinhais,Brazil,-25.57,-49.18
Santo André,Brazil,-23.6528,-46.5278
Bytom,Poland,50.35,18.91
Pointe-Noire,Congo (Brazzaville),-4.77,11.88
Aţ Ţā’if,Saudi Arabia,21.2622,40.3823
Ismailia,Egypt,30.5903,32.26
Concord,United States,37.9722,-122.0016
Shimoga,India,13.9304,75.56
Biên Hòa,Vietnam,10.97,106.8301
Xiping,China,25.6005,103.8166
Kryvyy Rih,Ukraine,47.9283,33.345
Irbid,Jordan,32.55,35.85
Tiruppūr,India,11.0804,77.33
Andijon,Uzbekistan,40.79,72.34
Krasnodar,Russia,45.02,39
Zaragoza,Spain,41.65,-0.89
Genoa,Italy,44.41,8.93
Diyarbakır,Turkey,37.9204,40.23
Morelia,Mexico,19.7334,-101.1895
Ul’yanovsk,Russia,54.33,48.41
Utrecht,Netherlands,52.1003,5.12
Kikwit,Congo (Kinshasa),-5.03,18.85
Al Hufūf,Saudi Arabia,25.3487,49.5856
Yogyakarta,Indonesia,-7.78,110.375
Wrocław,Poland,51.1104,17.03
Winnipeg,Canada,49.883,-97.166
Izhevsk,Russia,56.85,53.23
Cape Coral,United States,26.6445,-81.9955
Springfield,United States,42.1155,-72.5395
Zhuozhou,China,39.5401,115.79
Raurkela,India,22.2304,84.83
Québec,Canada,46.84,-71.2456
Poznań,Poland,52.4058,16.8999
Colorado Springs,United States,38.8674,-104.7606
Port Said,Egypt,31.26,32.29
Nānded,India,19.17,77.3
Bannu,Pakistan,32.989,70.5986
Southend-on-Sea,United Kingdom,51.55,0.72
Dresden,Germany,51.05,13.75
Wiesbaden,Germany,50.0804,8.25
Charleston,United States,32.8151,-79.963
Changping,China,40.2248,116.1944
Palu,Indonesia,-0.907,119.833
Taizhou,China,32.4904,119.9
Xingtai,China,37.05,114.5
Samsun,Turkey,41.28,36.3437
Luxor,Egypt,25.7,32.65
Belgaum,India,15.865,74.505
Pontianak,Indonesia,-0.03,109.32
Yaroslavl’,Russia,57.62,39.87
Constantine,Algeria,36.36,6.5999
Banjarmasin,Indonesia,-3.33,114.5801
Grand Rapids,United States,42.9615,-85.6557
Kirkuk,Iraq,35.4722,44.3923
Sāngli,India,16.8604,74.575
Barcelona,Venezuela,10.1304,-64.72
Mission Viejo,United States,33.6095,-117.655
Sūhāj,Egypt,26.5504,31.7
Al Manşūrah,Egypt,31.0504,31.38
Canoas,Brazil,-29.92,-51.18
Barnaul,Russia,53.355,83.745
Zāhedān,Iran,29.5,60.83
Jalālābād,Afghanistan,34.4415,70.4361
Albany,United States,42.6664,-73.7987
Chiclayo,Peru,-6.7629,-79.8366
Hermosillo,Mexico,29.0989,-110.9541
Chānda,India,19.97,79.3
Al Ḩillah,Iraq,32.4721,44.4217
Al Ḩillah,Saudi Arabia,23.4895,46.7564
Rasht,Iran,37.3,49.63
Nagano,Japan,36.65,138.17
Vinh,Vietnam,18.7,105.68
Abeokuta,Nigeria,7.1604,3.35
Kayseri,Turkey,38.735,35.49
Samarinda,Indonesia,-0.5,117.15
Ajmer,India,26.45,74.64
Dortmund,Germany,51.53,7.45
Vladivostok,Russia,43.13,131.91
Irkutsk,Russia,52.32,104.245
Knoxville,United States,35.9692,-83.9496
Blantyre,Malawi,-15.79,34.9899
Baton Rouge,United States,30.4419,-91.131
Anqing,China,30.5,117.05
Cuttack,India,20.47,85.8899
Hachiōji,Japan,35.6577,139.3261
Khabarovsk,Russia,48.455,135.12
Veracruz,Mexico,19.1773,-96.16
Kisangani,Congo (Kinshasa),0.52,25.22
Kermān,Iran,30.3,57.08
Orūmīyeh,Iran,37.53,45
Bīkaner,India,28.0304,73.3299
Quetzaltenango,Guatemala,14.83,-91.52
Bakersfield,United States,35.353,-119.0359
Ogden,United States,41.228,-111.9677
Shihezi,China,44.3,86.0299
Kuching,Malaysia,1.53,110.33
Shuozhou,China,39.3004,112.42
Niigata,Japan,37.92,139.04
Pereira,Colombia,4.8104,-75.68
Macau,Macau,22.203,113.545
New Haven,United States,41.3112,-72.9246
Bouaké,Côte D’Ivoire,7.69,-5.03
Columbia,United States,34.0376,-80.9037
Akron,United States,41.0798,-81.5219
Binjai,Indonesia,3.6204,98.5001
Uberlândia,Brazil,-18.9,-48.28
Sorocaba,Brazil,-23.49,-47.47
Wusong,China,30.9504,117.78
Weihai,China,37.5,122.1
Mar del Plata,Argentina,-38,-57.58
Santiago de Cuba,Cuba,20.025,-75.8213
Siping,China,43.17,124.33
Kagoshima,Japan,31.586,130.5611
Surakarta,Indonesia,-7.565,110.825
Makhachkala,Russia,42.98,47.5
Bhāvnagar,India,21.7784,72.13
Uyo,Nigeria,5.008,7.85
Bristol,United Kingdom,51.45,-2.5833
Bahawalpur,Pakistan,29.39,71.675
Kenitra,Morocco,34.2704,-6.58
Ribeirão Prêto,Brazil,-21.17,-47.83
Kanazawa,Japan,36.56,136.64
Orenburg,Russia,51.78,55.11
Málaga,Spain,36.7204,-4.42
Tabūk,Saudi Arabia,28.3838,36.555
Puerto La Cruz,Venezuela,10.17,-64.68
Jiujiang,China,29.73,115.98
Hisar,India,29.17,75.725
Kashgar,China,39.4763,75.9699
Matola,Mozambique,-25.9696,32.46
Bilāspur,India,22.0904,82.16
Sargodha,Pakistan,32.0854,72.675
Leipzig,Germany,51.3354,12.41
Tinnevelly,India,8.7304,77.69
Cancún,Mexico,21.17,-86.83
Yangzhou,China,32.4,119.43
Novokuznetsk,Russia,53.75,87.115
Latakia,Syria,35.54,35.78
Heroica Matamoros,Mexico,25.88,-97.5
Göteborg,Sweden,57.75,12
Ōtsu,Japan,35.0064,135.8674
Tomsk,Russia,56.495,84.975
Linxia Chengguanzhen,China,35.6,103.2
Matsuyama,Japan,33.8455,132.7658
Rouen,France,49.4304,1.08
Jiangmen,China,22.5804,113.08
Oaxaca,Mexico,17.0827,-96.6699
Beira,Mozambique,-19.82,34.87
Guntūr,India,16.33,80.45
Tripoli,Lebanon,34.42,35.87
Hamadān,Iran,34.796,48.515
Cangzhou,China,38.3204,116.87
Kota Kinabalu,Malaysia,5.98,116.11
Gold Coast,Australia,-28.0815,153.4482
Ji’an,China,27.1304,115
Londrina,Brazil,-23.3,-51.18
Ryazan’,Russia,54.62,39.72
Shashi,China,30.32,112.23
Bello,Colombia,6.33,-75.57
Tyumen’,Russia,57.14,65.53
Lipetsk,Russia,52.62,39.64
Shiliguri,India,26.7204,88.455
Eskişehir,Turkey,39.795,30.53
Banda Aceh,Indonesia,5.55,95.32
Ujjain,India,23.1904,75.79
Salta,Argentina,-24.7834,-65.4166
Penza,Russia,53.18,45
Blida,Algeria,36.4203,2.83
Mykolayiv,Ukraine,46.9677,31.9843
Karbalā’,Iraq,32.6149,44.0245
Suez,Egypt,30.005,32.5499
Gliwice,Poland,50.3304,18.67
Bukittinggi,Indonesia,-0.3031,100.3615
Liaoyuan,China,42.9,125.13
Kota Bharu,Malaysia,6.12,102.23
Jundiaí,Brazil,-23.2,-46.88
Edinburgh,United Kingdom,55.9483,-3.2191
Tlaxcala,Mexico,19.32,-98.23
Provo,United States,40.2457,-111.6457
Arāk,Iran,34.0804,49.7
Davangere,India,14.47,75.92
Viña del Mar,Chile,-33.03,-71.54
Pingtung,Taiwan,22.6817,120.4817
Annaba,Algeria,36.92,7.76
Akola,India,20.71,77.01
Brighton,United Kingdom,50.8303,-0.17
Astrakhan’,Russia,46.3487,48.055
Bradford,United Kingdom,53.8,-1.75
Bari,Italy,41.1142,16.8728
Damanhūr,Egypt,31.0504,30.47
Al Minyā,Egypt,28.09,30.75
Taoyuan District,Taiwan,24.9889,121.3111
Keelung,Taiwan,25.1333,121.7333
San Lorenzo,Paraguay,-25.34,-57.52
Pasuruan,Indonesia,-7.6296,112.9
Chiayi,Taiwan,23.4755,120.4351
Thái Nguyên,Vietnam,21.6,105.83
Awka,Nigeria,6.2104,7.07
Shuangyashan,China,46.6704,131.35
Mazatán,Mexico,29.0171,-110.1333
Tsu,Japan,34.7171,136.5167
Mataram,Indonesia,-8.5795,116.135
Macapá,Brazil,0.033,-51.05
Worcester,United States,42.2705,-71.8079
Reynosa,Mexico,26.08,-98.3
Shahrisabz,Uzbekistan,39.0618,66.8315
Mesa,United States,33.4017,-111.7181
Dūmā,Syria,33.5833,36.4
Mwanza,Tanzania,-2.52,32.93
Wuwei,China,37.928,102.641
Palm Bay,United States,27.955,-80.6628
Port Sudan,Sudan,19.6158,37.2164
Santa Fe,Argentina,-31.6239,-60.69
Tula,Russia,54.2,37.6299
Banī Suwayf,Egypt,29.0804,31.09
Yanji,China,42.8823,129.5128
Toledo,United States,41.6639,-83.5822
Bologna,Italy,44.5004,11.34
Brookhaven,United States,40.8321,-72.9518
Sahāranpur,India,29.97,77.55
Murrieta,United States,33.572,-117.1909
Gulbarga,India,17.35,76.82
Bhātpāra,India,22.8504,88.52
Wichita,United States,37.6897,-97.3441
Ile-Ife,Nigeria,7.4804,4.56
Feira de Santana,Brazil,-12.25,-38.97
Shah Alam,Malaysia,3.0667,101.55
Mariupol’,Ukraine,47.0962,37.5562
Des Moines,United States,41.5725,-93.6105
Tuxtla,Mexico,16.75,-93.15
Herāt,Afghanistan,34.33,62.17
Homyel’,Belarus,52.43,31
Zhaoqing,China,23.0504,112.45
Americana,Brazil,-22.7499,-47.33
Dhūlia,India,20.9,74.77
Ostrava,Czechia,49.8304,18.25
Yazd,Iran,31.9201,54.37
Sialkot City,Pakistan,32.52,74.56
Kemerovo,Russia,55.34,86.09
Nazrēt,Ethiopia,8.55,39.27
Staten Island,United States,40.5834,-74.1496
Jiaojiangcun,China,28.6804,121.45
Chaoyang,China,41.5504,120.42
Juiz de Fora,Brazil,-21.77,-43.375
Udaipur,India,24.6,73.73
Long Beach,United States,33.798,-118.1675
Greenville,United States,34.8362,-82.3649
Kocaeli,Turkey,40.776,29.9306
Piraeus,Greece,37.95,23.7
Shymkent,Kazakhstan,42.32,69.595
Iligan,Philippines,8.1712,124.2154
Qazvīn,Iran,36.27,50
Calabar,Nigeria,4.9604,8.33
Malatya,Turkey,38.3704,38.3
Dadukou,China,26.55,101.73
Bandar ‘Abbās,Iran,27.2041,56.2721
Naberezhnyye Chelny,Russia,55.7,52.3199
Ḩamāh,Syria,35.1503,36.73
Cranbourne,Australia,-38.0996,145.2834
Iquitos,Peru,-3.75,-73.25
Mazār-e Sharīf,Afghanistan,36.7,67.1
Leicester,United Kingdom,52.63,-1.1332
Kirov,Russia,58.5901,49.67
Jingdezhen,China,29.2704,117.18
Durango,Mexico,24.0311,-104.67
Jambi,Indonesia,-1.59,103.61
Volta Redonda,Brazil,-22.5196,-44.095
Hengshui,China,37.72,115.7
Sfax,Tunisia,34.75,10.72
Sunderland,United Kingdom,54.92,-1.38
Xalapa,Mexico,19.53,-96.92
Luhans’k,Ukraine,48.5698,39.3344
Manado,Indonesia,1.48,124.85
Qaraghandy,Kazakhstan,49.885,73.115
An Nāşirīyah,Iraq,31.0429,46.2676
Oshawa,Canada,43.88,-78.85
Taihecun,China,45.8,130.85
Belfast,United Kingdom,54.6,-5.96
Şanlıurfa,Turkey,37.17,38.795
Chengde,China,40.9604,117.93
Jiangguanchi,China,34.0204,113.82
Chlef,Algeria,36.1704,1.32
Ōita,Japan,33.2432,131.5979
Baguio City,Philippines,16.43,120.5699
San Juan,Argentina,-31.55,-68.52
Cheboksary,Russia,56.13,47.25
Ado-Ekiti,Nigeria,7.6304,5.22
Balikpapan,Indonesia,-1.25,116.83
Bellary,India,15.15,76.915
Bamenda,Cameroon,5.96,10.15
Gent,Belgium,51.03,3.7
Tokushima,Japan,34.0674,134.5525
Little Rock,United States,34.7255,-92.358
Wuzhou,China,23.48,111.32
Portsmouth,United Kingdom,50.8003,-1.08
Harrisburg,United States,40.2752,-76.8843
Cabimas,Venezuela,10.43,-71.45
Foz do Iguaçu,Brazil,-25.5235,-54.53
Denton,United States,33.2176,-97.1419
Wakayama,Japan,34.2231,135.1677
Strasbourg,France,48.58,7.75
Madison,United States,43.0827,-89.3923
Mawlamyine,Burma,16.5004,97.67
San Cristóbal,Venezuela,7.77,-72.25
Nantes,France,47.2104,-1.59
Khŭjand,Tajikistan,40.29,69.6199
Guangyuan,China,32.43,105.87
Khomeynī Shahr,Iran,32.7004,51.47
Garoua,Cameroon,9.3,13.39
Bukavu,Congo (Kinshasa),-2.51,28.84
Tuticorin,India,8.82,78.13
Nagasaki,Japan,32.765,129.885
Pohang,"Korea, South",36.0209,129.3715
Kaliningrad,Russia,54.7,20.4973
Likasi,Congo (Kinshasa),-10.97,26.78
Reno,United States,39.5497,-119.8483
Spanish Town,Jamaica,17.9833,-76.95
Port St. Lucie,United States,27.2796,-80.3884
San Luis,Argentina,-33.3,-66.35
Katsina,Nigeria,12.9904,7.6
Welkom,South Africa,-27.97,26.73
Santa Marta,Colombia,11.2472,-74.2017
Villahermosa,Mexico,18,-92.9
Bryansk,Russia,53.26,34.43
Bournemouth,United Kingdom,50.73,-1.9
Bengkulu,Indonesia,-3.8,102.27
Heidelberg,Germany,49.42,8.7
Oakland,United States,37.7903,-122.2165
Kurnool,India,15.83,78.03
Chaozhou,China,23.68,116.63
Batangas,Philippines,13.7817,121.0217
Gaya,India,24.8,85
Ibagué,Colombia,4.4389,-75.2322
Ivanovo,Russia,57.01,41.01
Erzurum,Turkey,39.9204,41.29
Akure,Nigeria,7.2504,5.2
Asyūţ,Egypt,27.19,31.1799
Kolwezi,Congo (Kinshasa),-10.7167,25.4724
Sukkur,Pakistan,27.7136,68.8486
Luohe,China,33.57,114.03
Campina Grande,Brazil,-7.23,-35.88
Kitchener,Canada,43.45,-80.5
Winston-Salem,United States,36.1029,-80.261
Middlesbrough,United Kingdom,54.5804,-1.23
Meizhou,China,24.3005,116.12
Ardabīl,Iran,38.25,48.3
Magnitogorsk,Russia,53.4227,58.98
Gifu,Japan,35.4231,136.7628
Huancayo,Peru,-12.08,-75.2
Nha Trang,Vietnam,12.25,109.17
Maturín,Venezuela,9.75,-63.17
Zhangjiakou Shi Xuanhua Qu,China,40.5944,115.0243
Kursk,Russia,51.74,36.19
Oujda-Angad,Morocco,34.69,-1.91
Metz,France,49.1203,6.18
Al ‘Ayn,United Arab Emirates,24.2305,55.74
Jeju,"Korea, South",33.5101,126.5219
Osogbo,Nigeria,7.7704,4.56
Indio,United States,33.7346,-116.2346
Ipatinga,Brazil,-19.4796,-42.52
Szczecin,Poland,53.4204,14.53
Durham,United States,35.9795,-78.9032
Syracuse,United States,43.0409,-76.1438
Chattanooga,United States,35.0657,-85.2487
Murcia,Spain,37.98,-1.13
Ţanţā,Egypt,30.7904,31
Kitwe,Zambia,-12.81,28.22
Lancaster,United States,40.042,-76.3012
Zanzibar,Tanzania,-6.16,39.2
Taubaté,Brazil,-23.0195,-45.56
Ghulja,China,43.9,81.35
Pasay City,Philippines,14.5504,121
Spokane,United States,47.6671,-117.433
Mbale,Uganda,1.0904,34.17
Palm Coast,United States,29.5392,-81.246
Kassala,Sudan,15.46,36.39
Sunch’ŏn,"Korea, North",39.4236,125.939
Tver’,Russia,56.86,35.89
Sīkar,India,27.6104,75.14
Jiangjiafan,China,31.0304,112.1
Surgut,Russia,61.2599,73.425
Tumkūr,India,13.33,77.1
Gómez Palacio,Mexico,25.5701,-103.5
Buraydah,Saudi Arabia,26.3664,43.9628
Khmel’nyts’kyy,Ukraine,49.4249,27.0015
Eindhoven,Netherlands,51.43,5.5
Chiang Mai,Thailand,18.8,98.98
Piura,Peru,-5.21,-80.63
Horlivka,Ukraine,48.2996,38.0547
Arlington,United States,32.6998,-97.1251
Ndola,Zambia,-12.9999,28.65
Yuxi,China,24.38,102.57
Bonita Springs,United States,26.3559,-81.7861
Poughkeepsie,United States,41.6949,-73.921
Kisumu,Kenya,-0.09,34.75
Stockton,United States,37.9766,-121.3111
Quilon,India,8.9004,76.57
El Obeid,Sudan,13.1833,30.2167
Nyala,Sudan,12.06,24.89
Sandakan,Malaysia,5.843,118.108
Ahmadnagar,India,19.1104,74.75
Osh,Kyrgyzstan,40.5404,72.79
Stoke-on-Trent,United Kingdom,53.0004,-2.18
Bhīlwāra,India,25.3504,74.635
Oxnard,United States,34.1962,-119.1819
Comilla,Bangladesh,23.4704,91.17
Augusta,United States,33.3645,-82.0708
Scranton,United States,41.4044,-75.6649
Samut Prakan,Thailand,13.6069,100.6115
Grenoble,France,45.1804,5.72
Nampula,Mozambique,-15.136,39.293
Nizāmābād,India,18.6704,78.1
Granada,Spain,37.165,-3.585
Brno,Czechia,49.2004,16.61
Coventry,United Kingdom,52.4204,-1.5
Alajuela,Costa Rica,10.02,-84.23
Iloilo,Philippines,10.705,122.545
Campos,Brazil,-21.75,-41.32
Resistencia,Argentina,-27.46,-58.99
Baicheng,China,45.62,122.82
Qarshi,Uzbekistan,38.8704,65.8
Mişrātah,Libya,32.38,15.1
Ḩā’il,Saudi Arabia,27.5236,41.7001
Boise,United States,43.6007,-116.2312
Bejaïa,Algeria,36.7604,5.07
Southampton,United Kingdom,50.9,-1.4
Celaya,Mexico,20.53,-100.8
Pasto,Colombia,1.2136,-77.2811
Modesto,United States,37.6374,-121.0028
Caxias do Sul,Brazil,-29.18,-51.17
Nizhniy Tagil,Russia,57.92,59.975
Xichang,China,27.88,102.3
Dezhou,China,37.4504,116.3
Vigo,Spain,42.22,-8.73
Las Palmas de Gran Canaria,Spain,28.1,-15.43
Parbhani,India,19.2704,76.76
Karlsruhe,Germany,49,8.4
Zhoukou,China,33.6304,114.63
Makiyivka,Ukraine,48.0297,37.9746
Putian,China,25.4303,119.02
Kahramanmaraş,Turkey,37.61,36.945
Manizales,Colombia,5.06,-75.52
Palma,Spain,39.5743,2.6542
Manukau City,New Zealand,-37,174.885
Shillong,India,25.5705,91.88
Khorramābād,Iran,33.4804,48.35
Villavicencio,Colombia,4.1533,-73.635
São José do Rio Prêto,Brazil,-20.7996,-49.39
Kaunas,Lithuania,54.9504,23.88
Lātūr,India,18.4004,76.57
Kissimmee,United States,28.3042,-81.4164
Youngstown,United States,41.0993,-80.6463
Shache,China,38.4261,77.25
Seremban,Malaysia,2.7105,101.94
Denizli,Turkey,37.7704,29.08
Van,Turkey,38.4954,43.4
A Coruña,Spain,43.33,-8.42
Madan,Iran,30.3307,48.2797
Quzhou,China,28.9704,118.87
Rājapālaiyam,India,9.4204,77.58
Reading,United Kingdom,51.47,-0.98
Najrān,Saudi Arabia,17.5065,44.1316
Mahilyow,Belarus,53.8985,30.3247
Al Qaţīf,Saudi Arabia,26.5196,50.0115
Mazatlán,Mexico,23.2211,-106.42
Longyan,China,25.1804,117.03
Aurora,United States,39.7084,-104.7274
Bydgoszcz,Poland,53.1204,18.01
Kuantan,Malaysia,3.83,103.32
Gorontalo,Indonesia,0.55,123.07
Nakuru,Kenya,-0.28,36.07
Vladikavkaz,Russia,43.0504,44.67
Larkana,Pakistan,27.5618,68.2068
Christchurch,New Zealand,-43.535,172.63
Stavropol’,Russia,45.05,41.98
Sanya,China,18.2591,109.504
Bhāgalpur,India,25.23,86.98
Shekhupura,Pakistan,31.72,73.99
Cusco,Peru,-13.525,-71.9722
Tamale,Ghana,9.4004,-0.84
Ulan-Ude,Russia,51.825,107.625
Bobo-Dioulasso,Burkina Faso,11.18,-4.29
Lublin,Poland,51.2504,22.5727
Halifax,Canada,44.65,-63.6
Augsburg,Germany,48.35,10.9
Sungai Petani,Malaysia,5.6497,100.4793
Ad Dīwānīyah,Iraq,31.9889,44.924
Taraz,Kazakhstan,42.9,71.365
Toulon,France,43.1342,5.9188
Zanjān,Iran,36.67,48.5
Donostia,Spain,43.3204,-1.98
Iwaki,Japan,37.0553,140.89
Encarnación,Paraguay,-27.3472,-55.8739
Posadas,Argentina,-27.3578,-55.8851
Fuyu,China,45.1804,124.82
Cà Mau,Vietnam,9.1774,105.15
Asahikawa,Japan,43.755,142.38
Mirpur Khas,Pakistan,25.5318,69.0118
Arkhangel’sk,Russia,64.575,40.545
Wafangdian,China,39.6259,121.996
Ambon,Indonesia,-3.7167,128.2
Orizaba,Mexico,18.85,-97.13
Hongzhai,China,35.0476,104.6394
Santiago del Estero,Argentina,-27.7833,-64.2667
